Dato ;Region ;Kommune ;Dødsfall ;Alvorsgrad ;Involverte ;Aktivitet ;Faregrad ;Skredproblem 1 ;Skredtype 1 ;Svaktlag 1 ;Skredproblem 2 ;Skredtype 2 ;Svaktlag 2 ;Skredproblem 3 ;Skredtype 3 ;Svaktlag 3 ;Kommentar ;regObs
2018-03-06 ;Voss ;Voss ;0 ; ;4 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ; ; ; ;Fire skiløpere utløste lite skred. Ingen tatt. Ingen skadet. ;149162
2018-03-06 ;Romsdal ;Fræna ;0 ; ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet. ;149157
2018-03-04 ;Tromsø ;Karlsøy ;0 ;Personer skadet ;9 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Gruppe på 9 utløste skred og alle ble tatt. 1 skadet, 2 fraktet til UNN ;149056
2018-03-04 ;Lofoten og Vesterålen ;Tjeldsund ;0 ;Påvirket ingenting ;3 ;Ski ;1 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ; ; ; ;Skiløper i gruppe på 3 falt og fjernutløste skred Ble ført med 10 meter. Kom seg ut selv. Ikke skadet. ;148850
2018-03-04 ;Voss ;Voss ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ; ; ; ;Fjellskiløper fjernutløste lite skred. Ingen tatt. Ingen skadet ;148925
2018-03-03 ;Hardanger ;Odda ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløper utløste løssnøskred som igjen utløste flakskred. Ingen tatt. Ingen skadet. ;148683
2018-03-03 ;Tromsø ;Tromsø ;0 ;Påvirket ingenting ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom glatt skare og overliggende snø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet ;148662
2018-03-03 ;Vest-Finnmark ;Kvænangen ;0 ; ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skiløper fjernutløste skred på 200 meters avstand. Ingen tatt. ;148685
2018-03-03 ;Tromsø ;Karlsøy ;0 ;Påvirket ingenting ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom glatt skare og overliggende snø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløper på isfisketur fjernutløste skred i lite heng. Ingen tatt. Ingen skadet. ;148720
2018-03-02 ;Indre Sogn ;Sogndal ;0 ;Ikke spesifisert ;3 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;148541
2018-03-02 ;Jotunheimen ;Lom ;0 ; ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst skred. Ført med skredmassene 50 meter. Ikke begravd. Kom seg ut ved egen hjelp. Ikke skadet. ;148633
2018-03-02 ;Indre Fjordane ;Jølster ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;148555
2018-03-02 ;Indre Fjordane ;Førde ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;148504
2018-03-01 ;Vest-Finnmark ;Alta ;0 ;Personer skadet ;3 ;Ski ;4 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skoleklasse på tur utløste skred. 3 tatt. En skadet og fløyet til sykehus ;148543
2018-03-01 ;Indre Troms ;Balsfjord ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Gruppe utløste skred. Ingen tatt. Ingen skadet ;148338
2018-03-01 ;Lofoten og Vesterålen ;Vågan ;0 ; ;1 ;Ski ;1 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;148650
2018-03-01 ;Vest-Agder ;Sirdal ;0 ; ;3 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;Snøøscooterfølge på 3 fjernutløste skred. Ingen tatt. Ingen skadet. ;148587
2018-02-28 ;Øst-Finnmark ;Sør-Varanger ;0 ; ;0 ;Bil ; ; ; ; ; ; ; ; ; ; ;Skred over vei.  Bil kjøret inn i skredet. Ingen skadet ;148152
2018-02-28 ;Hordalandskysten ;Bergen ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløper løste ut skred og ble ført med et stykke nedover. Kom seg ut for egen hjelp. Ikke skadet. ;148177
2018-02-28 ;Voss ;Voss ;0 ;Nestenulykke ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ; ; ; ;Skiløperutløste lite skred. Ble tatt, men ikke skadet. ;148167
2018-02-28 ;Vest-Telemark ;Vinje ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom glatt skare og overliggende snø ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skiløper fjernutløste lite skred. Ikke tatt.Ingen skadet. ;148176
2018-02-28 ;Romsdal ;Rauma ;0 ;Nestenulykke ;6 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Seks skiløpere utløste og fem tatt av skred. Alle kom seg uskadet ut av skredet. Sjekket av helsepersonell, men ok. ;148130
2018-02-27 ;Sunnmøre ;Ørsta ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper utløste lite skred. Ingen tatt, ingen skadet ;147937
2018-02-27 ;Indre Sogn ;Sogndal ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløper fjernutløste lite skred. Ikke tatt. ;147965
2018-02-27 ;Voss ;Samnanger ;0 ; ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper utløste flere småskred. Ble ført ned et stykke, men kom seg ut ved egen hjelp. Ikke skadet ;147955
2018-02-26 ;Romsdal ;Rauma ;0 ; ;2 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skiløperutløst skred. Klarte å kjøre ut av skredet. Ingen skadet. ;147773
2018-02-24 ;Helgeland ;Hemnes ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;To skiløpere fjernutløste skred. Ingen tatt. Skredet nådde akkurat ned stil skiløperne. Ingen skadet. ;147522
2018-02-24 ;Lofoten og Vesterålen ;Vågan ;0 ;Påvirket ingenting ;2 ;Ski ;1 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;To skiløpere fjernutløste skred. Ingen tatt. Ingen skadet. ;147530
2018-02-23 ;Svalbard øst ;Svalbard ;0 ; ;3 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;Stort flakskred fjernutløst av snøscooterfølge. Ingen tatt. Ingen skadet. ;147415
2018-02-21 ;Hordalandskysten ;Bergen ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skred utløst av skiløper som klarte å kjøre ut av skredet uten å bli tatt. ;147628
2018-02-21 ;Hallingdal ;Hemsedal ;0 ; ;1 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skred utløst i alpinanlegg. Mange skispor i nærheten. Men ingen nærmere observasjon om hendelsen. ;147009
2018-02-15 ;Rogaland ;Suldal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløperutløst skred nær hyttebebyggelse. Begravd 20 cm.under snøen, men gravde seg selv ut. ;145723
2018-02-13 ;Ytre Fjordane ;Flora ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløperutløst skred. Usikkert hvor mange som var involvert. ;145448
2018-02-13 ;Hordalandskysten ;Bergen ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Fjernutløst skred. En ført med og delvis begravd, men kom seg ut ved egen hjelp. ;145440
2018-02-13 ;Hallingdal ;Hemsedal ;0 ; ;4 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;145385
2018-02-11 ;Rogaland ;Gjesdal ;0 ; ;3 ;Ski ; ; ; ; ; ; ; ; ; ; ;Utløst av folk på skitur på vei til hytte. 3 tatt. En begravd, en delvis begravd. Gravd frem av folk i turfølget. Til sykehus, men det gikk bra ;145590
2018-02-10 ;Hallingdal ;Hol ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Lite løssnøskred utløst. Ingen tatt. ;145004
2018-02-10 ;Hardanger ;Sauda ;0 ;Leteaksjon igangsatt ;1 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Skiløperutløst skred i skianlegg. Vanskelig å si hvor mange involverte. ;145090
2018-02-03 ;Sør-Troms ;Lenvik ;0 ; ;1 ;Ski ;1 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ; ; ; ;Lite fjernuløst skred. Ingen tatt. ;144094
2018-02-03 ;Rogaland ;Forsand ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;144203
2018-02-03 ;Hedmark ;Trysil ;0 ; ;1 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;Skiløperutløst skred? ;144003
2018-02-02 ;Vest-Telemark ;Vinje ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;143846
2018-02-02 ;Indre Sogn ;Sogndal ;0 ;Nestenulykke ;4 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet. ;143824
2018-02-02 ;Hallingdal ;Hemsedal ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;143788
2018-01-31 ;Indre Sogn ;Luster ;0 ;Ikke spesifisert ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;143456
2018-01-31 ;Romsdal ;Rauma ;0 ;Annet ;2 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skiløperutløst skred. En tatt og skadet. Fraktet til sykehus ;143488
2018-01-27 ;Sunnmøre ;Ørskog ;0 ;Påvirket ingenting ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet. ;142723
2018-01-27 ;Trollheimen ;Oppdal ;0 ; ;3 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet. ;142677
2018-01-26 ;Tromsø ;Tromsø ;0 ;Påvirket ingenting ;2 ;Ski ;1 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skikjørerutløst lite skred. Ingen tatt. Ingen skadet. ;142523
2018-01-26 ;Sunnmøre ;Stranda ;0 ; ;2 ;Ski offpist ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skikjørere utløste lite skred. Ingen tatt. Ingen skadet. ;142924
2018-01-25 ;Telemark sør ;Bø ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet. ;142326
2018-01-25 ;Buskerud sør ;Nore og Uvdal ;0 ; ;2 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;Skred fjernuløst av snøscootere. Ingen tatt. Ingen skadet. ;142850
2018-01-24 ;Sør-Troms ;Ibestad ;0 ; ;3 ;Ski ;1 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;152793
2018-01-24 ;Nordenskiöld Land ;Svalbard ;0 ; ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;142112
2018-01-21 ;Jotunheimen ;Vang ;0 ;Ikke spesifisert ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø ved bakken ; ; ; ;Skiløperutløst lite skred. Ingen skadet. ;141585
2018-01-20 ;Voss ;Samnanger ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred. En tatt. Ingen skadet. ;141638
2018-01-17 ;Indre Sogn ;Sogndal ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen skadet. ;141126
2018-01-10 ;Indre Sogn ;Sogndal ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen skadet. ;139975
2018-01-08 ;Sør-Troms ;Harstad ;0 ;Nestenulykke ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skiløperutløst skred. Ingen skadet. ;139630
2018-01-07 ;Hallingdal ;Hemsedal ;0 ; ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløper utløst lite skred. Ført med få meter. Ingen skadet. ;139141
2018-01-07 ;Hallingdal ;Gol ;0 ;Nestenulykke ;4 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst skred. En ble sittende fast. Kom seg ut ved venners hjelp. Ingen skadet ;139165
2018-01-06 ;Lofoten og Vesterålen ;Vestvågøy ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløpere utløste skred. Ingen tatt. Ingen skadet. ;138942
2018-01-06 ;Telemark sør ;Seljord ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløpere fjernutløste lite skred. Ingen tatt. Ingen skadet. ;138955
2018-01-06 ;Hallingdal ;Hemsedal ;0 ;Ikke spesifisert ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst skred. ;138890
2018-01-06 ;Sør-Troms ;Harstad ;0 ; ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;138930
2018-01-06 ;Trollheimen ;Oppdal ;0 ; ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;138947
2018-01-06 ;Hallingdal ;Hemsedal ;0 ;Påvirket ingenting ;3 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;138974
2018-01-06 ;Jotunheimen ;Vågå ;0 ;Personer skadet ;2 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Skiløper utløst skred. En tatt og skadet. Fraktet ut av Luftambulansen. ;138969
2018-01-05 ;Indre Sogn ;Luster ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper fjernuløste lite skred. Ingen tatt. Ingen skadet. ;138790
2018-01-05 ;Ofoten ;Narvik ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløpere utløst skred. Ingen skadet. ;138792
2017-12-31 ;Romsdal ;Rauma ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløperutløst skred. En tatt. Ingen skadet. ;138096
2017-12-31 ;Svartisen ;Rana ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred. Ingen skadd. ;138029
2017-12-30 ;Vest-Agder ;Sirdal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Lite flakskred fjernutløst av skijører. Ingen tatt. ;137868
2017-12-30 ;Helgeland ;Vefsn ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløperutkøst lite skred. En ble stående fast med beina i snøen, men kom seg løs ved egen hjelp. ;137857
2017-12-30 ;Tromsø ;Tromsø ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred. Klarte å kjøre ut av skredet. Ingen skadet ;137874
2017-12-26 ;Romsdal ;Rauma ;0 ;Påvirket ingenting ;3 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred nært skitrekk. Ingen tatt. ;137237
2017-12-24 ;Lofoten og Vesterålen ;Vågan ;0 ; ;1 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper utløste lite skred i renne. Ingen skadet ;136998
2017-12-18 ;Nord-Trøndelag ;Meråker ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløper utløste skred og ble tatt. Kom seg ut ved egen hjelp og var uskadd. ;135966
2017-12-17 ;Nord-Trøndelag ;Meråker ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløpere utløste skred og ble ført med 5 meter. Ingen skadd. ;135841
2017-12-17 ;Sunnmøre ;Sykkylven ;0 ;Nestenulykke ;3 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløpere utløste skred. Ingen tatt. Ingen skadet. ;135886
2017-12-13 ;Sør-Troms ;Lenvik ;0 ;Påvirket ingenting ;1 ;Snøskuter ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Snøscooterutløst lite skred. Ingen skadet eller begravet ;135862
2017-12-10 ;Romsdal ;Rauma ;0 ; ;2 ;Bil ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Naturlig utløst skred. Bobil truffet.Skredvoll tok mesteparten av støyten. Ingen skadet. ;134794
2017-12-08 ;Lyngen ;Tromsø ;0 ;Nestenulykke ;2 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Skiløpere utløste skred. To tatt. Ingen begravd. Ingen skadet ;134651
2017-05-27 ;Sunnmøre ;Rauma ;0 ;Påvirket ingenting ;1 ;Ski ;1 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Glideskred ;Våte flakskred ;Vann ved bakken/smelting fra bakken ; ; ; ;Skiløper utløste skred. Ingen skadet. ;132874
2017-05-15 ;Sør-Troms ;Harstad ;0 ; ;2 ;Ski ;2 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ; ; ; ;Skiløpere utløste våtsnøskred. Ble tatt med et stykke nedover, men ikke skadet. ;127662
2017-05-14 ;Svartisen ;Meløy ;0 ; ;1 ;Ski ;1 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ; ; ; ;Skiløper utløste to små skred. Ingen tatt. Ingen skadet. ;127591
2017-05-14 ;Lofoten og Vesterålen ;Vågan ;0 ;Påvirket ingenting ;1 ;Ski ;1 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ; ; ; ;Skikjører utløste lite vått skred. Ingen tatt. Ingen skadet ;127583
2017-05-14 ;Lofoten og Vesterålen ;Kvæfjord ;0 ;Påvirket ingenting ;2 ;Ski ;1 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ; ; ; ;Lite vått flakskred utløst av 2 skijørere. Ingen tatt. Ingen skadet ;127584
2017-05-13 ;Sunnmøre ;Ørsta ;0 ;Nestenulykke ;1 ;Ski ;2 ;Våte flakskred ;Våte flakskred ;Opphopning av vann i/over lag i snødekket ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Glideskred ;Våte flakskred ;Vann ved bakken/smelting fra bakken ;Skikjører løste ut og ble tatt av våtskred. Kom seg ut ved egen hjelp. Ingen skadet. Info fra  FB gruppe Toppturer i Nordvest ;132876
2017-05-07 ;Tromsø ;Tromsø ;0 ; ;4 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Gruppe på tur utløste lite skred. Ingen tatt. Ingen skadet. ;126965
2017-05-05 ;Nordenskiöld Land ;Longyearbyen ;0 ;Nestenulykke ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skiløper utløste skred. Ingen tatt. Ingen skadet. ;127008
2017-05-02 ;Helgeland ;Hattfjelldal ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;To skikjørere fjernutløste skred.Ingen tatt. Ingen skadet. ;126381
2017-05-01 ;Nordenskiöld Land ;Longyearbyen ;0 ; ;1 ;Snøbrett ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Snowboarder fjernutløste lite skred. Ingen tatt. Ingen skadet. ;126385
2017-04-30 ;Indre Fjordane ;Stryn ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;126153
2017-04-30 ;Hardanger ;Odda ;0 ; ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløper utløst skred. Kingen tatt. Ingen skadet ;126212
2017-04-29 ;Salten ;Bodø ;0 ; ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skikjører utløsteskred. Ingen tatt. Ingen skadet. ;126080
2017-04-29 ;Trollheimen ;Sunndal ;0 ; ;6 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Gruppe på seks utløste skred og ble tatt av skred. En skadet og hentet med helikopter. ;126073
