Comment;TripRegistrationTime;TripID;GeoHazardTID;ObserverID;IsFinished;TripTypeName;DeviceID;ObsLocationID;ObservationExpectedTime;TripTypeTID;TripFinishedTime
Faa oppdatering av snoedekket.;2016-01-05 10:15:58;840;10;111;True;Ordinaer ihht. obsavtale;f33a2bca-05c0-4a12-0f16-79197a8d01e8;30533;2016-01-05 14:00:00;20;2016-01-05 14:30:32
Tindfjellet nord i Trollheimen. Ser etter overflaterim og kantkorndannelse.;2016-01-05 11:29:49;841;10;125;True;Ordinaer ihht. obsavtale;0b097598-1a59-4c89-c88f-7ea1a65b7ff0;30539;2016-01-05 15:00:00;20;2016-01-05 16:12:57
Raudbergstulen - Ljoslie;2016-01-05 11:47:40;842;10;25;False;Ordinaer ihht. obsavtale;cf485458-4e95-4f5a-116e-1bf49ed4fa3c;30544;2016-01-05 14:00:00;20;
Ser etter kantkorn under skare.;2016-01-05 12:40:05;843;10;112;True;Ordinaer ihht. obsavtale;8093942a-713a-481d-0bdd-5bb1b8c23a0c;30549;2016-01-05 14:00:00;20;2016-01-05 14:10:19
Olahansen i Dvergsdalsdalen i Joelster. Sjekke om eg finn kantkorn i snoedekket;2016-01-06 09:10:48;844;10;544;True;Ordinaer ihht. obsavtale;8a271014-869a-4f69-aa57-3f39ef5bcc7e;30597;2016-01-06 13:00:00;20;2016-01-06 12:58:51
Giilavarre let etter svake lag av kantkorn;2016-01-06 09:55:30;845;10;767;True;Ordinaer ihht. obsavtale;e983d84e-20c3-479f-be96-23287da089dd;30600;2016-01-06 14:00:00;20;2016-01-06 13:32:39
Saetreskarsfjellet;2016-01-06 10:10:28;846;10;801;True;Ordinaer ihht. obsavtale;4ab78518-2644-41e1-4613-f69bf24b7747;30602;2016-01-06 14:00:00;20;2016-01-06 15:00:17
Tur sogndalsdalen, groessete;2016-01-06 10:11:36;847;10;1084;True;Ordinaer ihht. obsavtale;f35a8ccc-7ea9-4431-6a3a-6f0a75e7f927;30603;2016-01-06 16:00:00;20;2016-01-06 14:23:03
Skoddevarre: Se paa kantkornutvikling;2016-01-06 10:34:41;848;10;270;True;Ordinaer ihht. obsavtale;a39b00cd-ed56-42ed-9549-eecc8b0763f5;30605;2016-01-06 14:00:00;20;2016-01-06 12:20:56
;2016-01-06 10:40:46;849;10;175;False;Ansatt;9ba7b216-b446-4cb1-5f54-25f6adeedab5;30606;2016-01-06 15:00:00;50;
Gaar fra Storeskar mot Steinbunoese;2016-01-06 10:55:22;850;10;52;True;Ordinaer ihht. obsavtale;59b4c0c8-0b18-4e57-4ca0-2cc40d67fb83;30607;2016-01-06 13:00:00;20;2016-01-06 13:27:40
Standalseidet. Lite snoe-sjekk av snoefordeling og evt rim og kantkorn danning;2016-01-06 11:35:51;851;10;269;False;Ordinaer ihht. obsavtale;3a4e9390-d7ea-4eb2-1cde-5c1556f70177;30615;2016-01-06 16:00:00;20;
;2016-01-06 11:42:43;852;10;1338;False;Ordinaer ihht. obsavtale;97f7964c-c18d-474d-fa2f-9d535e8f22c1;30616;2016-01-06 17:00:00;20;
Kjostind;2016-01-06 12:38:34;853;10;271;False;Privat;075186e2-278e-4a9e-2a87-e427e4c53b76;30622;2016-01-06 19:00:00;60;
Overflaterim og kantkorn;2016-01-06 12:47:59;854;10;55;True;Ordinaer ihht. obsavtale;a941879b-b8dd-402d-7acc-f890250db7bd;30624;2016-01-06 15:00:00;20;2016-01-06 14:32:32
