Dato	Region	Faregrad	Faregrad	Svakt lag
2015-05-11	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-12	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-12	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-13	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-13	Balsfjord	2	2 Moderat	Kantkornet snø over skarelag
2015-05-14	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-14	Balsfjord	2	2 Moderat	Kantkornet snø over skarelag
2015-05-15	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-15	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-16	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-16	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-17	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-18	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-19	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-20	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-21	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-22	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-23	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-23	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-24	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-24	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-25	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-25	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-26	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-26	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-27	Balsfjord	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-05-27	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-28	Balsfjord	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-28	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-29	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-30	Balsfjord	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-31	Balsfjord	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-31	Balsfjord	2	2 Moderat	Kantkornet snø over skarelag
2014-12-03	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-04	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-05	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-06	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-07	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-08	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-09	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-10	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-11	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-12	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-13	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-14	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-15	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-16	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-17	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-18	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-19	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-20	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-21	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-22	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-23	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-24	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-25	Senja	3	3 Betydelig	Dårlig binding mellom glatt skare og overliggende snø
2014-12-25	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-26	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-26	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-27	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-27	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-28	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-28	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-29	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-29	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-30	Senja	4	4 Stor	Regn / temperaturstigning / soloppvarming
2014-12-30	Senja	4	4 Stor	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-31	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-31	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2014-12-31	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-01	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-01-01	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-02	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-03	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-04	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-05	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-06	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-07	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-08	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-09	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-10	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-11	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-12	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-13	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-14	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-15	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-16	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-17	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-18	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-19	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-20	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-21	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-22	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-01-23	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-01-24	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-01-25	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-01-26	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-01-27	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-01-27	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-01-28	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-29	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-30	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-30	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-01-31	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-01-31	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-01	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-01	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-02-02	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-03	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-04	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-05	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-05	Senja	3	3 Betydelig	Kantkornet snø over skarelag
2015-02-06	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-06	Senja	3	3 Betydelig	Kantkornet snø over skarelag
2015-02-07	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-07	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-02-08	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-09	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-02-09	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-10	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-02-10	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-11	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-12	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-12	Senja	3	3 Betydelig	Kantkornet snø over skarelag
2015-02-13	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-13	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-02-14	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-14	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2015-02-15	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-15	Senja	3	3 Betydelig	Kantkornet snø over skarelag
2015-02-16	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-17	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-18	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-19	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-20	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-20	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-02-21	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-02-21	Senja	3	3 Betydelig	Kantkornet snø over skarelag
2015-02-22	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-22	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-23	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-23	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-24	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-24	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-02-25	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-25	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-02-26	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-02-26	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-27	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-02-27	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-02-28	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-02-28	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-03-01	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-01	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-03-02	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-02	Senja	2	2 Moderat	Kantkornet snø over skarelag
2015-03-03	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-04	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-05	Senja	1	1 Liten	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-06	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-07	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2015-03-08	Senja	3	3 Betydelig	Dårlig binding mellom glatt skare og overliggende snø
2015-03-08	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2015-03-09	Senja	3	3 Betydelig	Dårlig binding mellom glatt skare og overliggende snø
2015-03-09	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-10	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-03-11	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-03-12	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-03-13	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-03-13	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-03-14	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-14	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-03-15	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-15	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-03-16	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-16	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-03-17	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-03-17	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-03-18	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-03-18	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-03-19	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-20	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-21	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-22	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-23	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-24	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-24	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-03-25	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-26	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-26	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-03-27	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-28	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-29	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-29	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-30	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-03-30	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-03-31	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-01	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-02	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-02	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-03	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-04	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-04	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-05	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-05	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-06	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-06	Senja	3	3 Betydelig	Snødekket er overmettet av vann
2015-04-07	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-07	Senja	3	3 Betydelig	Snødekket er overmettet av vann
2015-04-08	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-09	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-04-10	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-04-10	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-04-11	Senja	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2015-04-11	Senja	3	3 Betydelig	Regn / temperaturstigning / soloppvarming
2015-04-12	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-12	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-13	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-14	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-14	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-15	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-15	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-16	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-16	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-17	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-18	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-18	Senja	2	2 Moderat	Snødekket er overmettet av vann
2015-04-19	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-20	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-20	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-21	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-21	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-22	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-23	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-24	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-24	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-25	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-25	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-26	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-26	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-27	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-27	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-28	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-28	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-29	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-04-29	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-04-30	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-04-30	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-01	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-05-02	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-05-03	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-05-03	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-04	Senja	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2015-05-04	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-05	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-05-05	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-06	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-05-06	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-07	Senja	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2015-05-07	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-08	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-09	Senja	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-09	Senja	3	3 Betydelig	Kantkornet snø under skarelag
2015-05-10	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-10	Senja	2	2 Moderat	Kantkornet snø under skarelag
2015-05-11	Senja	2	2 Moderat	Regn / temperaturstigning / soloppvarming
2015-05-12	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-13	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-14	Senja	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2015-05-15	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-16	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-17	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-18	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-19	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-20	Senja	1	1 Liten	Snødekket er overmettet av vann
2015-05-21	Senja	1	1 Liten	Snødekket er overmettet av vann
2015-05-22	Senja	1	1 Liten	Snødekket er overmettet av vann
2015-05-23	Senja	1	1 Liten	Snødekket er overmettet av vann
2015-05-24	Senja	1	1 Liten	Snødekket er overmettet av vann
2015-05-25	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-26	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-27	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-28	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-29	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-30	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2015-05-31	Senja	1	1 Liten	Regn / temperaturstigning / soloppvarming
2014-12-02	Lyngsalpan	1	1 Liten	Dårlig binding mellom glatt skare og overliggende snø
2014-12-03	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-04	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-05	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-06	Lyngsalpan	3	3 Betydelig	Dårlig binding mellom lag i fokksnøen
2014-12-07	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-07	Lyngsalpan	2	2 Moderat	Kantkornet snø under skarelag
2014-12-08	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-08	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2014-12-09	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-09	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med kantkornet snø
2014-12-10	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-11	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-12	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-13	Lyngsalpan	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-14	Lyngsalpan	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-15	Lyngsalpan	1	1 Liten	Dårlig binding mellom lag i fokksnøen
2014-12-16	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-17	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-17	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-18	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-18	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-19	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-19	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-20	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-20	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-21	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-21	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-22	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-22	Lyngsalpan	2	2 Moderat	Dårlig binding mellom lag i fokksnøen
2014-12-23	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-24	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-25	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-26	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-26	Lyngsalpan	2	2 Moderat	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-27	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-27	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-28	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-28	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-29	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med overflaterim
2014-12-29	Lyngsalpan	3	3 Betydelig	Nedsnødd eller nedføyket svakt lag med løs nysnø
2014-12-30	Lyngsalpan	4	4 Stor	Nedsnødd eller nedføyket svakt lag med overflaterim
