Dato;Døde;Involvert;Aktivitet;Utløst;Sted;Kommune;Fylke;regobs.no regID;varsom.no nyhet eller rapport;Beskrivelse
04.04.15;0;1;Ski;M;"	Koppefjellet";Volda;M&R;;;Detaljer og antall ukjent.
04.04.15;0;5;Ski;M;"	Nyheitinden";Rauma;M&R;;http://varsom.no/Documents/Hendelsesrapport%20Nyheitind%20p%c3%a5skeaften%202015.pdf;Fem på tur fjernutløst stort skred, ingen tatt. 13 hentet ned fra fjellet med helikopter.
04.04.15;0;1;Ski;M;Kirketaket;Rauma;M&R;58866;;En skiløper utløste skred. Antall ukjent.
03.04.15;0;1;Ski;M;Storlidalen;Oppdal;S-T;;;Detaljer og antall ukjent.
03.04.15;0;1;Ski;M;Kolåstind;Ørstad;M&R;58862;;Skred utløst, ingen skadet. Antall ukjent.
03.04.15;0;1;Ski;M;Smeddalen;Lærdal;S&F;58739;;En utløste skred, men kom fra det uskadd. Antall ukjent.
03.04.15;0;2;Ski;M;Tamokdalen;Balsfjord;Troms;58726;;To tatt i skred. Ført oppå snøen over 100m, men ingen skader/begravd.
03.04.15;0;1;Ski;M;Øksendalen;Sunndal;M&R;;http://www.varsom.no/Nytt/Nestenulykker/;Detaljer og antall ukjent.
02.04.15;0;1;Ski;M;Beiarn;Beiarn;Nord.;58612;;Detaljer og antall ukjent.
26.03.15;0;2;Ski;M;Geitgaljen;Vågan;Nord.;57761, 57932, 57815;;To på vei opp tatt i skred, en på overflata og en devis begravd. Gravd frem av kamerat.
24.03.15;0;3;Ski;M;Kolåstind;Ørstad;M&R;57575;;Tre på vei opp utløser skred, ingen tatt.
22.03.15;0;8;Ski;M;Gravdalen;Luster;S&F;57536;;Åtte på tur fjernutløser skred på vei opp, ingen tatt.
08.03.15;0;2;Bil;N;Skredestranda;Eid;S&F;;;To biler fast i skredmassene. Snøskred/flomskred. Ukjent antall.
02.03.15;0;11;Bil;N;E39 Romarheimdalen;Masfjorden;Hord.;54013;;Fire biler med 11 truffet av vått flakskred. Lettere skader.
17.02.15;1;2;Ski;M;Fastdalstinden;Lyngen;Troms;53125;http://www.varsom.no/nytt/ulykkesrapporter-sno/Vedvarende-svakt-lag-skaper-utfordringer-i-nord/;To på vei ned, en utløste et flakskred. ble begravd og døde.
17.02.15;0;1;Ski;M;Sogndalsdalen;Sogndal;S&F;;;Detaljer og antall ukjent.
16.02.15;0;1;Buss;N;Fv293 Holmbuktura;Tromsø;Troms;;;Bussjåfør delvis tatt av skred.
15.02.15;0;1;Ingen;N;Tromsø alpinanlegg;Tromsø;Troms;;;Detaljer og antall ukjent.
14.02.15;0;1;Snøskuter;M;Austertana;Tana;Finn.;;;Detaljer og antall ukjent.
13.02.15;0;3;Bil;N;E8 Lavangsdalen;Tromsø;Troms;;;To trailere delvis tatt og en personbil tatt av skred. Detaljer og antall ukjent.
11.02.15;0;1;Brøyting;N;Vikafjellet;Voss;Hord.;;;Hjullaster med fres i arbeid. Skredet gikk på stengt vei.
10.02.15;1;1;Snøskuter;M;Reisadalen;Nordreisa;Troms;;;En skuterkjører tatt, begravd og drept i flakskred fjernutløst av forulykkede.
09.02.15;0;1;Tråkkemaskin;M;Oppdal alpinanlegg;Oppdal;S-T;;;Detaljer og antall ukjent.
08.02.15;0;1;Brøyting;N;Vikafjellet;Voss;Hord.;;;Brøytebil tatt av skred ved Skjelingavatnet.
08.02.15;0;1;Ski;M;Sogndalsdalen;Sogndal;S&F;;;Detaljer og antall ukjent.
08.02.15;0;1;Ski offpist;M;Strandafjellet alpinanlegg;Stranda;M&R;;;Detaljer og antall ukjent.
08.02.15;0;1;Ski offpist;M;Hodlekve alpinanlegg;Sogndal;S&F;;;Detaljer og antall ukjent.
07.02.15;0;11;Ski;M;Kavringstind;Lyngen;Troms;50314;;11 på tur utløste skred på vei ned.
02.02.15;0;1;Ski;M;Kvamskogen;Kvam;Hord.;;;Detaljer og antall ukjent.
01.02.15;0;1;Ski;M;Nibbi;Hemsedal;Busk.;48956, 48834;;Skiløper falt og løste ut skred. Uskadd. Detaljer og antall ukjent.
31.01.15;0;1;Ski;M;Sogndalsdalen;Sogndal;S&F;;http://www.varsom.no/nytt/ulykkesrapporter-sno/Svart-krevende-forhold/;Skiløper fjernutløste stort skred. Detaljer og antall ukjent.
31.01.15;0;2;Ski;M;Leirbotn;Alta;Finn.;48734;;To tatt i skred, uskadd.
31.01.15;0;1;Snøskuter;M;Sikkelsdalen;Nord-Fron;Oppl.;48743;;Skuter fjernutløste skred, men ble ikke tatt.
29.01.15;0;2;Ski;M;Rørgata-Totenvik;Lyngen;Troms;48467;http://www.varsom.no/nytt/ulykkesrapporter-sno/Var-varsom-ogsa-ved-stabile-forhold/;To fjernutløste skred i testheng, ingen tatt
28.01.15;0;1;Ski;M;Skjøsnosi Tyin;Tyin;Oppl.;;;Detaljer og antall ukjent.
28.01.15;0;1;Ski;M;Kvalhornet;Fauske;Nord.;48605;;Detaljer og antall ukjent.
27.01.15;0;2;Ski;M;Buren;Tromsø;Troms;48241;;To utløste skred i testheng, uskadd.
24.01.15;1;1;Snøskuter;M;Fardalen;Svalbard;Sval.;;;En skuterkjører tatt, begravd og drept i fjernutløst flakskred.
20.01.15;0;1;Ski offpist;M;Eikedalen alpinanlegg;Samnanger;Hord.;49023;;En tatt, uskadd.
14.01.15;0;1;Brøyting;N;Fv63 Eidsdal-Geiranger;Stranda;M&R;;;Brøytebil truffet av skred.
13.01.15;0;1;Brøyting;N;Sogndalsdalen;Sogndal;S&F;;;Brøytebil nær truffet av skred.
13.01.15;0;1;Ski;M;Vikheia;Vesterålen;Nord.;46670;;En utløste skred i testheng. Uskadd.
10.01.15;0;1;Ski;M;Sogndalsdalen;Sogndal;S&F;49805;;Detaljer og antall ukjent.
03.01.15;0;1;Ski;M;Goalsevarre ;Lyngen;Troms;44648;;En utløste skredet, uskadd.
03.01.15;0;2;Ski offpist;M;Lemonsjøen alpinanlegg;Vågå;Oppl.;44673;;To utløste skred nær alpinanlegg. En ført med skredet på overflaten.
26.12.14;0;1;Ski;M;Finnlandsfjellet;Tromsø;Troms;;;
